address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
"ONE RAFFLES LINK, 1 RAFFLES LINK 039393",GOLDMAN SACHS (SINGAPORE) PTE.,Full Time,Banking and Finance,"Securities, FICC Asia Sales, E-business Fx, Analyst","RequirementsBasic Qualifications   Strong quantitative, analytical and problem-solving ability FX market knowledge a plus Electronic market knowledge a plus Sales skills useful Motivation and tenacity Fast learner with solid attention to detail FX market knowledge a plus Electronic market knowledge a plus Fluency in Mandarin language skills is required due to frequent interaction with Mandarin speaking clients and colleagues  © The Goldman Sachs Group, Inc., 2018. All rights reserved, Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.","Roles & ResponsibilitiesSECURITIES Our core value is building strong relationships with our institutional clients, which include corporations, financial service providers, and fund managers. We help them buy and sell financial products on exchanges around the world, raise funding, and manage risk. This is a dynamic, entrepreneurial team with a passion for the markets, with individuals who thrive in fast-paced, changing environments and are energized by a bustling trading floor. The Securities Division enables our clients to buy and sell financial products, raise funding and manage risk. We make markets and facilitate client transactions in fixed income, equity, currency and commodity products. In addition, we make markets in and clear client transactions on major stock, options and futures exchanges worldwide. Through our global sales force, we maintain relationships with our clients, receiving orders and distributing investment research, trading ideas, market information and analysis. Fixed income, currency and commodities teams transact in a variety of assets, including interest rate products (such as government bonds, treasury bills and other highly liquid instruments), credit products, mortgages, currencies and commodities. Electronic Foreign Exchange Sales (eFX Sales) is one of the fastest growing businesses within foreign exchange. Sales people are required to understand macro oriented markets while developing a primary expertise in the quickly expanding electronic trading space. Our client base consists of financial intermediaries, hedge funds, corporations, proprietary trading houses, and retail companies. We trade hundreds of currency pairs in developed and emerging markets. The eFX Sales position is part of the Goldman Sachs foreign exchange business. GS provides clients with market leading technology for execution of FX and commodity products, as well as advanced and innovative order functionality. 90% of the tickets in GSFX are dealt electronically which equates to 70% of the volume. This position would include direct interaction with clients, sales people, management and supporting or partnering business lines. The role available is to support the e Sales team in all their day to day work covering clients and helping grow revenues, problem solving and manning the desk in often volatile markets with many areas requiring attention at one time. A successful applicant within 1 year/18 months will be a junior sales person out on the road selling to clients and backing up on major relationships. There is no limit to how successful the applicant can be and they will have full support of the team who will mentor and help them get up to speed and develop. Principal Responsibilities  Knowledge of the GS suite of electronic products and understanding of all aspects the electronic FX workflow. Back up coverage on clients, assist on reporting, problem solving and trade issues Interact with Senior eFX Sales people and traditional coverage sales people to meet client needs. Work closely with trading, strats and credit Communicate with clients and address any inquiries in a timely manner Serves as desk contact for any trade queries, ops issues and credit rejects ","$7,500to$15,000",Monthly,Executive,business analyst
"SHENTON HOUSE, 3 SHENTON WAY 068805",TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,"Contract, Full Time","Banking and Finance, Information Technology",Hadoop Consultant,Requirements 5-10 years of combined experience with Teradata and Hadoop / Spark. Comfortable working closely with business and quickly translate requirements into sandbox solutions. This role will also have Business Analyst responsibility to document functional specifications used by engineering.  ,Roles & Responsibilities 5-10 years of combined experience with Teradata and Hadoop / Spark. Comfortable working closely with business and quickly translate requirements into sandbox solutions. This role will also have Business Analyst responsibility to document functional specifications used by engineering.  ,"$6,000to$6,500",Monthly,Middle Management,business analyst
"ONE FINLAYSON GREEN, 1 FINLAYSON GREEN 049246",GMP RECRUITMENT SERVICES (S) PTE LTD,"Permanent, Full Time",Marketing / Public Relations ,"Digital Sales & Marketing Specialist (West, Up to $3.5K)","RequirementsRequirements:     ​​  Diploma in Marketing, Media Communications or equivalent. At least 2 - 4 years' experience in Digital Sales & Marketing. Strong communication skills, bilingual as to liaise with Clients from China. Excellent interpersonal skills. Proficiency in MS Office applications. Possess multi tasking ability and able to work flexibly within tight deadlines. Able to start work immediately.  Other Information:  Working Location: Jurong East.  To apply, please visit www.gmprecruit.com and search for Job Reference: 13520. To learn more about this opportunity, please contact Novita Tan at novita.adisutanto@gmprecruit.com We regret that only shortlisted candidates will be notified. GMP Recruitment Services (S) Pte Ltd | EA License: 09C3051 | EA Personnel: Novita Tan | Registration No: R1220374","Roles & Responsibilities A well-established Korean MNC in Artifical Intelligence industry.  Responsibilities:  Maintain communication with partners acting as point-of-contact. Manage all aspects of sales & marketing operations. Develop and manage partner relations with the Founder, Business Analyst, partners and clients to formulate the strategic marketing and business development plan. Draft and plan marketing emails, strategize and write meaningful and quality content marketing posts. Develop digital analytics strategy and user campaign metrics tracking reports. Planning, conceptualisation manage and executing digital marketing campaigns. Manage digital campaigns, from idea generation, project execution to result in evaluation with the goal of driving performance and user engagement. Implement and analysis of ongoing social metrics as well as campaigns activations across all channels, e.g. eDMs, SEM, Linkedin, Facebook or Instagram platforms and events. Brainstorm creative content and campaign ideas to market our services. Identify emerging trends and opportunities in digital landscape to create valuable insights for thebusiness. Execute PR strategies appeal to target market.   ","$3,000to$3,500",Monthly,"Executive, Junior Executive",business analyst
,Company Undisclosed,"Permanent, Full Time",Information Technology,Solution architect,"RequirementsRequirements:  6+ years of technical / Software / Services selling – B2B Proven sales track record - execution of sales, roadmap, Tender submission into large, complex customers. Solid technical background with understanding and/or hands-on experience in software development, carrier solutions and/or web technologies Experience selling through and with a large channel partner Flexible, fast learner, autonomous and well-organized. Skilled at working effectively with cross functional teams in a matrix organization Excellent written and verbal communication skills MS/BS degree in Computer Science, Engineering or equivalent preferred ","Roles & ResponsibilitiesPrimary responsibilities:  Primary technical interface for the customer, as an integrated part of the sales team. Customer adviser, customer advocacy - understand customer’s existing technical environment, provide technology roadmap and updates for customers, whilst internally represent the customers solution and technical needs. Providing thought leadership and innovation to the customer, Whispir product and the account team Responsible for defining and developing the Customer’s two-year technical strategy and roadmap Translate the customer’s business strategies and operational objectives into qualified solutions that transforms their business Analyse opportunities in conjunction with the sales team; to provide a customer technology roadmap and immediate project requirements    Secondary responsibilities:  To work with the sales team to create and present, customer centric solutions & roadmaps, articulating Whispir’s technical capability and to respond to RFTs and RFIs. To run technical workshops to assist the customer articulate and define their needs and to map Whispir’s capabilities back to these requirements. Work with the Whispir's development, business analyst and support communities to provide customer feedback and requirements. ","$10,000to$13,000",Monthly,Manager,business analyst
,Company Undisclosed,Full Time,"Information Technology, Sales / Retail ",Senior Solution Architect,"Requirements Requirements: 6+  years of technical / Software / Services selling – B2B Proven sales track record - execution of sales, roadmap, Tender submission into large, complex customers. Solid technical background with understanding and/or hands-on experience in software development, carrier solutions and/or web technologies Experience selling through and with a large channel partner Flexible, fast learner, autonomous and well-organized.  Skilled at working effectively with cross functional teams in a matrix organization Excellent written and verbal communication skills MS/BS degree in Computer Science, Engineering or equivalent preferred ","Roles & ResponsibilitiesPrimary Responsibilities   Primary technical interface for the customer, as an integrated part of the sales team. Customer adviser, customer advocacy - understand customer’s existing technical environment, provide technology roadmap and updates for customers, whilst internally represent the customers solution and technical needs. Providing thought leadership and innovation to the customer, whispir product and the account team Responsible for defining and developing the Customer’s two year technical strategy and roadmap Translate the customer’s business strategies and operational objectives into qualified solutions that transforms their business Analyse opportunities in conjunction with the sales team; to provide a customer technology roadmap and immediate project requiremen  Secondary Responsibilities:  To work with the sales team to create and present, customer centric solutions & roadmaps, articulating Whispir’s technical capability and to respond to RFTs and RFIs. To run technical workshops to assist the customer articulate and define their needs and to map Whispir’s capabilities back to these requirements. Work with the Whispir development, business analyst and support communities to provide customer feedback and requirements. ","$10,000to$13,000",Monthly,Senior Executive,business analyst
"ROBINSON 77, 77 ROBINSON ROAD 068896",ANOTECH ENERGY SINGAPORE PTE. LTD.,"Contract, Full Time",Information Technology,IT Business Analyst  /  Project Manager KYC (Banking),"RequirementsQualifications and Profile  8+ years in a business analysis/project management role in an investment bank/financial services firm – ideally familiar with LEAN management approach Good working knowledge of KYC processes and related regulatory reporting is an advantage Experience of working with business and technology stakeholders to define and execute operational strategy Hands-on experience as a liaison between IT Business lines and IT teams located on different sites and as primary functional support for development team    Functional    General knowledge in banking  Knowledge of KYC CDD Good understanding and experience with project management best practices/ methodologies/ project lifecycle Working experience with SQL server 2014    Other Professional Skills and Mind-set   Excellent teamwork skills, and ability to work with senior stakeholders Strong analytical, critical thinking and problem solving skills with the ability to organize and gather facts, navigate through complex issues and draw conclusions Ability to document and manage complex business processes Strong communication skills in English both written and verbal Proficient in Microsoft Office   Comfortable working in a fast-paced and detailed-oriented work environment Understanding and respect of cultural diversity ","Roles & ResponsibilitiesAn exciting opportunity with one of our client which one of the largest and reputable bank is currently hiring multiple headcounts for IT Business Analyst / Project Manager KYC (Banking). They are seeking innovative and agile people sharing their mindset to support ambitious and forthcoming technological challenges. Position In a challenging and multicultural environment, we are looking for a Business Analyst with Project Management experience to join our Compliance and Corporate IT Department (CCI) in charge of the KYC Counterparties Referential of the banking company.  The team handles the development of transversal and international projects The functional covered areas are:  Counterparties referential : KYC process, funds management, … Physical persons management  The candidate will be responsible for understanding business process management and business requirements of the client and translating them into application and operational requirements.   Main responsibilities General  Consult with business/clients to identify and define business needs and objectives Define and document business and user requirements/processes for KYC applications  Partner with the Business lines and act as a liaison between stakeholders (end-users, technical analysts, developers and cross IT teams) in the analysis, design, configuration, testing and maintenance of the systems to achieve optimal operational performance and quality. Identify and determine enhancements to improve business processes and to mitigate/reduce risks Analyze functional/applicative impacts considering technical constraints with the help of technical lead Draft and present detailed functional specifications/users stories for developers  Support the technical development team for functional aspects  Use company’s methodology/standards for project analysis and delivery Estimate cost, and prepare business cases for IT solutions   Testing  Define test strategy for software changes Engage with developers in design and test case reviews Conduct functional test case preparation and execution for system verification Support the user acceptance test  Application support  Single point of contact for business users and all stakeholders for any problem in production Analyze and/or solve functional problems in coordination with developers     ",,,Senior Executive,business analyst
63 CHULIA STREET 049514,OVERSEA-CHINESE BANKING CORPORATION LIMITED,Contract,Banking and Finance,"Business Analyst, Murex Specialist, Global Treasury (B)","Requirements• Ideally degree in mathematical or financial discipline. • Familiarity with Treasury products including Fixed Income and FX Cash / Money Market as well as derivative products. Good understanding of the trade lifecycle from front to back office. • Experience and in-depth knowledge on Murex Treasury Version 3 platform is required especially in the areas of front office and middle office functions.  Knowledge on back office modules is an advantage.  • Prior experience in a function of Business Analyst, Project Manager or Middle / Back Office Team Lead in conversion projects with a proven track record is preferred. • Excellent communication skills, able to handle multiple projects and priorities concurrently and manage business expectations accordingly. Position : 2 year contract  ","Roles & ResponsibilitiesActing as a Business Coordinator and Cross-Functional Business Stream Lead on the implementation of trading system and business process solutions for our Treasury centres, your key responsibilities will encompass:   Responsibilities :  • Develop the business case for proposed system, module or product implementation and oversee its review and approval by senior management until the official project kick-off. • Analyze business requirements and requests and drive the delivery of the Requirements Specifications while ensuring that the business workflow processes (existing or target) are considered end-to-end. • As a business stream lead, coordinate the cross-functional team members and activities for one or several business work streams while ensuring all business requirements are addressed within functional specifications and report the progress to the Project Manager accordingly. • Ensure and accountable for user acceptance tests as per requirement deliverables including UAT test and conversion plans, test scripts. • Provide analysis and issue resolution to all cross-functional teams throughout the solution development and implementation lifecycle. • Responsible for process and system change management within the Global Treasury and relevant support units which include the planning of training activities for the introduction of new systems or processes as well as the delivery of the required documentation. • Maintain a working knowledge of business processes and solution design. Perform gap analysis where known business requirements are not met. Position : 2 year contract",,,Executive,business analyst
"ROBINSON 77, 77 ROBINSON ROAD 068896",ANOTECH ENERGY SINGAPORE PTE. LTD.,"Contract, Full Time",Information Technology,Senior Business Analyst (Banking),"Requirements   Minimum 4 years of relevant Business Analysis experience  Excellent Business Analysis skills: gather and elicit business needs, functional specifications, process mapping, data mapping, UAT conception/execution Very good knowledge of AML/KYC business/process Very good knowledge of Corporate/Investment Banking Middle-Office and Back-Office processes Very good knowledge of IT environments, especially Robotics Process Automation Experience in Project and Data management Excellent analytical and synthesis skill Self-motivated and excellent team player Excellent written/verbal communication skills with all stakeholders (business, IT, management) Rigorous in his/her work  MS Office, MS Visio, SQL Builder and VBA, Quality Center, JIRA     *GRM is a division within the bank.","Roles & ResponsibilitiesAn exciting opportunity with one of our client which one of the largest and reputable bank is currently hiring a Senior Business Analyst  They are seeking innovative and agile people sharing their mindset to support ambitious and forthcoming technological challenges. Summary of the position:  Part of the Quality Reporting & Process efficiency team in coordination with GRM management, Filiere Tiers Owner, PARK committee stakeholders and IT contacts for Kiwis / Kiwis BI / RPA (Robotics Process Automation), the Senior Business analyst  is in charge of performing project management & Business Analysis for GRM SGP, of ensuring all monitoring processes are accurate and of liaising with IT to make Kiwis/NPR evolve with GRM needs, in particular in the context of RPA implementation within GRM Singapore.   Main responsibilities:  Business Analysis  Redaction of Business Needs for Kiwis/Kiwis BI/NPR as well as for evolutions relating to RPA (Robotics Process Automation) Animation & Participation of workshops to identify requirements Redaction & Validation of Detailed Functional Specifications and Robotics Process Documentation Preparation, Execution and follow-up of User Acceptance Test phases Preparation of Go Live Releases Change Management Participation to various projects or phases of project involving GRM Singapore applying project management methodology (including Agile methodologies for RPA)  Project Management  Being responsible of specific projects in GRM Singapore Ensure the completion of all projects phases from end-to-end Making the liaise and ensure relevant communication with projects stakeholders Inform management and team mates about projects progress Taking care about the planning, deliveries, meetings, milestones linked to the projects  BI / Tools management  Conception of metrics, reports and tools, especially with regards to the implementation of RPA within GRM Singapore Plan and monitor the status of requests received by the team and ensure the completion in the defined dead lines Optimization & automation of reports Provide data reports & business analysis  Processes Monitoring and Follow-up  Maintain & optimize existing reports / tools Inform  the Management of tasks accomplishment and status & Escalate issues if necessary Improve processes efficiency within GRM SGP Data Management of the software used within GRM SGP Coordination with others services of the bank (IT, BL, FT, Countries …)  IT follow-up  Follow-up of bugs identified in production Follow-up of system incident  Legal and Regulatory Responsibilities:   Comply with all applicable legal, regulatory and internal Compliance requirements, including, but not limited to, the Singapore Compliance manual and Compliance policies and procedures as issued from time to time; Financial Security requirements, including, but not limited to, the prevention of Financial Crime and Fraud including reporting obligations to the Money Laundering Reporting Officer. Maintain appropriate knowledge to ensure to be fully qualified to undertake the role. Complete all mandatory training as required to attain and maintain competence. ",,,Senior Executive,business analyst
"CORPORATION PLACE, 2 CORPORATION ROAD 618494",JEBSEN & JESSEN (SOUTH EAST ASIA) PTE LTD,Permanent,Information Technology,SAP Business Analyst - SD / MM,"Requirements Diploma/Degree in Computer Science, Information Technology or relevant discipline Minimum 3 years’ experience in similar capacity and in the SAP SD/MM module Good Knowledge of SD/MM Business process SAP Partner Academy certified Good team player Good interpersonal and communication skills ","Roles & Responsibilities Optimise the use of SAP S4 HANA, Fiori functionalities for business processes with the objective of deriving meaningful and productive use of the system Work in co-ordination with other SAP module teams and other platforms for the effective integrated use of the system to facilitate business process automation Identifying and mapping end users business requirement with SAP S4 HANA, Fiori functionalities. Perform SD/MM Configuration for Business solution & new setup company To develop functional specification based on Business requirement and be able to conduct complete testing before releasing to Business Team. Provide support & resolution for operational queries and reported issues To develop and provide User training programs Participate in new IT projects implementation Ensure operations are in compliance with Group IT policies, standards and practices established ","$6,000to$7,000",Monthly,Executive,business analyst
"ROBINSON 77, 77 ROBINSON ROAD 068896",ANOTECH ENERGY SINGAPORE PTE. LTD.,"Contract, Full Time",Information Technology,Business Analyst (CIB),"RequirementsQualifications and Profile This position requires a minimum of 3 years as a Business Analyst with ideally a first experience into a Corporate and Investment Banking environment.    Technical  SQL (must have)    Functional  Compliance environment (strong asset) CIB Environment (must have) Good knowledge of the different asset classes (Equity Derivatives, FX, Rates…)        General     Organizational skill / Time-Management High level of proficiency in MS Office Excellent communication skills Pro active and result oriented Strong sense of confidentiality Sense of commitment Experience in requirement gathering  Very good team player, able to socialize and interact into a multi-cultural environment ","Roles & ResponsibilitiesAn exciting opportunity with one of our client which one of the largest and reputable bank is currently hiring multiple headcounts for Business Analyst (Banking). They are seeking innovative and agile people sharing their mindset to support ambitious and forthcoming technological challenges. Position In a challenging and multicultural environment, we are looking for an Intermediate level Business Analyst to join our Risk and Finance department (RFI) to reinforce our team Business Compliance IT In the frame of  MAD2 strategic Project (Market Abuse Directive), you will be in charge to gather the requirements regarding the data collection and data transformation (cross asset classes) from different contributors and for different purposes (executions, orders, market data’s, referential…). This project (focused mainly on data management), is also an excellent opportunity to perfect one's functional knowledge (with a holistic view on different asset classes).   Main responsibilities  Collect, analyze and document the business requirement in collaboration with our partners in Paris. Conduct with the developer the feasibility study and elaborate the design documentation (Product Detailed Specifications) - Create the tests strategy. Create test plan with the developer in the frame of the auto-test management Manage the testing phase for the tests not covered by the test automation plan. Manage the document relative to the end usage of the application (user guide)  Involved in support of application for functional and technical incident  Coordinate the actions for the 2nd and 3rd  level support work   ",,,Executive,business analyst
"RAFFLES CITY TOWER, 250 NORTH BRIDGE ROAD 179101",ACCENTURE PTE LTD,Full Time,Information Technology,IT Business Analyst,"RequirementsRequired Skills:  Work experience on Banking and Investment particularly payments, remittance, cash management, investment / trading and credit risk Proficient in Microsoft office tools: Visio, word and Power point presentations Work closely with business stakeholders on sounding the documents and making necessary changes Good English communication & writing skills Minimum 5 years experience in Business Analyst capacity Basic SQL or VB scripting Technical exposure to databases, ETL, and software development     All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development.  You’ll also have opportunities to hone your functional skills and expertise in an area of specialization.  We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.   Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law.","Roles & ResponsibilitiesJoin Accenture and help transform leading organizations and communities around the world.  The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance.  Choose Accenture, and make delivering innovative work part of your extraordinary career.     Technology moves at a breakneck pace. Today’s new breakthrough is tomorrow’s obsolete solution. Are you just bystanders watching it all go by or are you leveraging your expertise to help clients innovate grow and improve their operations?   Accenture Technology delivers everything from point solutions for a single business function to large, long-term outsourcing services and complex systems integration installations spanning multiple businesses and functions. Join us and become an integral part of our experienced Technology team with the credibility, expertise and insight to help our clients become high-performing organizations.   Job Description  The IT Business Analyst will be the leading the functional analysis and testing of a portfolio of applications required by a banking or investment client. He/She will be primarily responsible for ensuring that all client services (issues, requests and queries) to the users are addressed within the expected turnaround time. He/She will also be responsible in managing required enhancements for the applications which includes activities on requirements gathering, design and testing. He/She will be directly liaising with various stakeholders in the client environment – end users, IT department, third party vendors.  Responsibilities  Identifying business/functional requirements based on your business domain experience, e.g. credit risk, payments, cash management Investigating functional and technical issues of the associated applications Working with developers to assess changes and implement these on time Performing system integration testing and coordinating user acceptance test with users Interacting with end users on clarifying requirements and issues in order to turn around within the expected service level agreement Providing solutions and options on operational issues encountered by end users ","$6,000to$12,000",Monthly,Professional,business analyst
"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623",RANDSTAD PTE. LIMITED,"Contract, Full Time",Information Technology,Senior Business Analyst,"Requirementsskills and experience  8 years of hands on experiencebusiness analysis and project implementation Experience in managing and delivery of trading platforms for Treasury products on a global scale, integrated within the organizations treasury product systems.  Treasury Product knowledge – From Front-to- Back Office.  Understanding of front to back process flows  Experience working with MUREX technical background Worked on relational databases like Oracle 10g, 11g, Sybase Good understanding in Oracle SQL, PLSQL and Unix.  Experience on Murex FO Module: e-Tradepad, Simulation, Swap Generators,  Rate Curves etc.  Experience working on Credit Risk (MLC) module in Murex - CVA, PFE, MTM, Limits, Exposures etc.  Experience working on Market Risk (VaR) module in Murex. - MRA, MRB, PL Vectors, Scenarios etc.  To apply online please use the 'apply' function, alternatively you may contact Puja Narang Randstad EA License No:        94C3609 EA Personnel Registration No:   R1434239","Roles & Responsibilitiesabout the company  Our client from banking industry Singapore is looking for an experienced business analyst for the core Treasury IT team to support the bank’s treasury division for the business with Commodities,Credit Derivatives, FXD, IRD, FX, MM, Fixed Income products in Singapore, Thailand,Indonesia, Malaysia, China and its overseas branches across the globe.    about the job  The Business analyst role is responsible for the delivery of strategic projects or tactical changes for the bank’s treasury division. The role is expected to work with market risk control (PCG) users, tech Lead, system Analyst and project manager to implement Murex as the new Treasury system across the various asset classes. Thecandidate is also expected to lead the delivery of the market risk control streamensuring that all development and build are delivered and tested within the committed timelines.    ","$10,000to$12,000",Monthly,Professional,business analyst
1 RAFFLES QUAY 048583,UBS AG,Full Time,Banking and Finance,Axiom Business Analyst Lead,"Requirements1. Minimum of 8 years Business Analyse experience in Finance Industry. 2. Strong Finance business domain knowledge - Broad knowledge of front-to-back banking processes and specific knowledge of local accounting & reporting - Knowledge of specific asset classes trade flows, lifecycle management and controls 3. Strong core program, project management and business analysis skills – strong analytical, problem-solving and synthesizing skills - Knowledge of how to develop robust solutions - good understanding of the software development lifecycle - Strong personal prioritisation and time management - Excellent written and verbal communication skills that you can tailor to a broad range of audience seniorities with confidence – technically savvy with an appreciation for IT capability – passionate about supporting the development of IT systems and applications 4. Knowledge of Axiom tool or experience in regulatory reporting IT change work 5. Comfortable working with people from a diversity of backgrounds, cultures and time zones 6. Professional qualification or experience in accounting","Roles & Responsibilities1. To support Finance IT change projects (mainly regulatory reporting changes), working closely with Front Office, Finance, Operations and Integrated Middle Office (IMO) stakeholders, functional managers and employees across different business divisions in Group Technology.  2. Conduct requirements-gathering activities, like evaluating regulatory reporting requirement, using a variety of internal and external data and conducting stakeholder interviews  3. Identify people and systems impacted by functional and non-functional requirements  4. Determine required IT business solutions and assist in implementing them  5. Support the business engineer by describing the business processes, including the organizational structures involved  6. Assist in quality control and project management   You’ll be working in Group Accounting and Reporting Technology, in the Local Regulatory Reporting IT team in Singapore.","$10,000to$13,000",Monthly,Senior Executive,business analyst
"GUOCO TOWER, 1 WALLICH STREET 078881",MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Full Time,Information Technology,Investment Operations Senior Business Analyst,"Requirements- Deep asset management domain knowledge including all underlying financial instruments and familiarity with the High Performance Asset Management Model - Understanding of Market and Reference data to support the configuration of vanilla and complex instruments - Prior Middle and Back office packaged Software Implementation experience - Understanding and experience in Corporate Actions, Collateral Management, FX Hedging, and instrument lifecycle processing   Interested candidates can click apply for more information. ** We regret to inform that only shortlisted candidates will be notified. ** We respect your privacy and all communication will be treated with confidentiality.  If you wish to know more about this position or explore other roles, please prepare your updated profile and get in touch with our consultants. Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by Manpower for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012.  ","Roles & Responsibilities- Responsible to developing the configuration workbook - Document Level 1 - 4 Future State Business Workflows - Creation and support execution of business use cases - Participate in Design Workshops - Develop Functional Requirements and Configuration Documents - Act as a liaison to the business users during Design, Build, Test and Go Live Phases","$8,000to$16,000",Monthly,Senior Executive,business analyst
"NGEE ANN CITY TOWER B, 391B ORCHARD ROAD 238874",LVMH FRAGRANCES AND COSMETICS (SINGAPORE) PTE LTD,"Permanent, Full Time","Accounting / Auditing / Taxation, Banking and Finance",Business Analyst,Requirements At least 2 years’ experience in a financial position within an international group University degree in Finance / Accounting or Business school Project Management skills Controlling knowledge Analytical mindset Excellent inter-personal and communication skills Team player SAP knowledge is a plus Able to work under pressure and to deadlines Able to adapt and be flexible to changing and complex environment and business needs ,"Roles & Responsibilities Business Analysis Brand   Work closely with Regional and HQ team and develop excellent knowledge of the business units’ operating environments Liaise with accounting team to prepare monthly closing Liaise with logistics team to review PO, testers follow-up and other logistic topics Evaluate profitability of the Brand Analyse profitability by TR customer, by subsidiaries and Australia Local Market in accordance with Brand management needs. Monthly check and analysis of Brands Syrus P&L Analyze the overall delivery of Company financial targets on a regular basis and report back to the business with recommendations as necessary. Prepare and carry out monthly meeting with Brands Management Handle local report requested by the Regional and HQ Team Prepare Budget and Revisions in accordance with parent company requirements and timetable, working with the local management and controlling teams to gather information in a timely and accurate way.     Processes  Develop Controlling processes and ensure their application within the team Ensure that LVMH accounting standards & internal control guidelines are respected Be involved and assist in the auditing process – both internal and external as required   ","$4,500to$6,500",Monthly,Manager,business analyst
"ONE RAFFLES LINK, 1 RAFFLES LINK 039393",CREDIT SUISSE SERVICES AG,"Permanent, Full Time",Banking and Finance,APAC CRO Credit Risk Management Business Analyst - Project Lead #120889,"RequirementsYou Offer...  You have a Bachelor's Degree with 7+ years experience. You have 4+ years of consulting or project management/change experience in Credit Risk Management, at least 2 years of which in large/complex projects and/or Business Analysis. You have technical knowledge of Credit Risk Management or credit experience, ideally with hands-on line or change experience in a large financial services company or consulting. Your 2+ years of consulting experience in a reputed consulting firm is desirable. You have deep understanding of structured project management. You have strong analytical skills. You possess strong interpersonal skills, with strong communication, problem solving, negotiation skills. You have the ability to communicate effectively to senior managers. You possess the ability to produce clear, concise consulting style reports and strong presentation development skills. You have positive ‘hands-on can do’ attitude (single contributor roles on projects may be required from time-to-time).  EEO statement                                                        Credit Suisse is an equal opportunity employer. Welcoming diversity gives us a competitive advantage in the global marketplace and drives our success.  ","Roles & ResponsibilitiesAPAC CRO Credit Risk Management Business Analyst - Project Lead #120889 Credit Suisse Company Overview Credit Suisse is a leading global wealth manager with strong investment banking and asset management capabilities. Founded in 1856, Credit Suisse has expanded to be a global force employing over 45,000 people in 50 countries. With new leadership, a new strategy and a streamlined global organization, we are set for growth. We partner across businesses, divisions and regions to create innovative solutions to meet the needs of our clients—and to help our employees grow. It is a high priority for us to continually invest in our employees by providing ongoing opportunities for training, networking and mobility. Join us and let's shape the future of Credit Suisse together.   Further information can be found at www.credit-suisse.com We Offer...  Project lead and Business Analyst role covering initiation to post implementation for Credit Risk Management (CRM). Deliver on requirements gathering, to specifications, to testing deliverables etc for CRM projects. Hands-on project delivery and management of complex CRM projects. Overall responsibility for delivery in terms of cost, schedule, resourcing, quality and client relationship. Handling project partners including regular updates. Contributes to or define the strategic direction for a project or program. Establishing and managing project governance structure and delivery processes and driving improvements. Handling project management deliverables and helping define standards and standard methodologies throughout project lifecycle. Handling project dependencies. Liaise with colleagues in other departments possibly including Markets, Credit Analytics, Legal, Operations, Collateral Management and CRM colleagues globally for projects. Leads assignments/projects/workstreams when required.   ","$9,000to$15,000",Monthly,Senior Executive,business analyst
"CHINA SQUARE CENTRAL, 18 CROSS STREET 048423",EQUINIX ASIA PACIFIC PTE. LTD.,Permanent,Information Technology,Business System Analyst (Salesforce),"RequirementsRequirements:  Must have a Bachelor's Degree completed Experience using Salesforce to develop client or business solutions Hands on experience configuring Salesforce including workflows, validation rules, and security controls Proven ability leveraging analytical and problem-solving skills in a fast paced environment Strong presentation, communication (written and verbal) skills, and interpersonal skills Ability to juggle and prioritize multiple tasks within a collaborative team environment Demonstrates flexibility and willingness to do what it takes to get the job done Drive and desire to learn and grow both technical and functional skill sets Proficient in Microsoft Word, Excel, PowerPoint, Project, and Visio Experience in evaluating multiple product vendors for solutioning a business problem ","Roles & ResponsibilitiesAs a Salesforce Business Analyst, you will be part of a team responsible for solutioning, enhancing and supporting the systems used by Sales, Legal and Marketing teams. As a Salesforce Business Analyst, you will work alongside Solution Architects and Technical Architects to design, develop, and deploy large-scale enterprise solutions all while learning and growing your skill set. Responsibilities:  Work with operations teams and end users to gather, understand, and define business requirements Develop user stories and to-be process flows to support the design and development of Salesforce solutions for our clients Work collaboratively with team members to design a solution that will meet a client’s business requirements and fulfill user stories Complete the configuration for user stories within Salesforce, AppExchange products, or other cloud-based technologies Collaborate with developers to test and verify that solutions will meet the business requirements Participate in key meetings with clients including requirement sessions, system demos, user acceptance testing, and end user training    ","$6,000to$8,500",Monthly,Professional,business analyst
,,,,,,,,,,business analyst
