address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
"PRUDENTIAL TOWER, 30 CECIL STREET 049712",ITCAN PTE. LIMITED,Full Time,Information Technology,Data Analyst,"Requirements At least 3 - 7 years’ prior data analytics/science experience, proficient in statistical tools such as Excel Macro and Data visualization tools such as Powerpoint and Sharepoint is a must. Proven ability to deliver data transformation, visualization and analytics in technology in the banking industry Proven ability in standardizing and automating data analytic reports, notifications and dashboards Additional experience in data transformation and data visualization tools such as Tableau, Spotfire, Kibana, Qlikview is a strong plus. Additional experience in application support environment and understanding of ITIL methodology is a plus Demonstrate accountability, independent initiatives and willingness to learn, stretch and deliver while having a strong process orientated mindset Strong team player with good communication skills. Flexible and able to manage time effectively. Able to work with sense of urgency under multiple deadlines and successfully organize and complete tasks with minimal supervision ","Roles & Responsibilities·         Regular data mining, transformation, visualization, analytics and reporting works ·         Coordinate with various internal and external technology stakeholders across the different application domains, information security and infrastructure sectors to ensure smooth data-to-insights communication.  Responsible for delivering, standardizing and automating data analytic reports, notifications and dashboards. ","$4,000to$8,000",Monthly,Senior Executive,analytics
"VISIONCREST, 103 PENANG ROAD 238467",HILTON INTERNATIONAL ASIA PACIFIC PTE LTD,"Contract, Full Time",Marketing / Public Relations ,"Manager  /  Senior Manager, Global Brand  /  Enterprise Marketing (Contract)","RequirementsWhat are we looking for? To successfully fill this role, you should maintain the attitude, behaviours, skills, and values that follow:   Start ASAP – Ideally in Q4 2018   Minimum of 6 months duration   Minimum 5 to 8 years' experience in Brand Marketing (Global Brand / Enterprise Marketing)     What will it be like to work for Hilton? Hilton is the leading global hospitality company, spanning the lodging sector from luxurious full-service hotels and resorts to extended-stay suites and mid-priced hotels. For nearly a century, Hilton has offered business and leisure travelers the finest in accommodations, service, amenities and value. Hilton is dedicated to continuing its tradition of providing exceptional guest experiences across its global brands. Our vision to fill the earth with the light and warmth of hospitality unites us as a team to create remarkable hospitality experiences around the world every day.  And, our amazing Team Members are at the heart of it all!","Roles & ResponsibilitiesOpportunity to work with the Asia Pacific Brand Marketing team, as we position ourselves for some unprecedented growth and investment in the region. You will be working on Brand and Enterprise campaigns / activations within the region. The person will report to the Vice President of Marketing for Asia Pacific, as well as a Director of Brand Marketing in McLean (to ensure Global Connectivity and Alignment).  What will I be doing? You will be responsible for performing the following tasks to the highest standards:   The APAC Brand and Enterprise Marketing team is a lean group of passionate experts, so you will be required to roll-up your sleeves and take individual accountability for the development and delivery of discrete Brand and Enterprise Marketing deliverables / activations   You will be one of the voices of APAC in the global development and steerage of the brand and enterprise marketing to ensure that critical regional market nuisances / needs are captured and addressed upstream   Work with the APAC leadership team in-region to understand and address commercial performance goals for the brands and the business   Identify core research, analytics, and metrics to inform consumer insights, drive efficiency of marketing executions, and develop strong, engaging creative   Manage creative agencies of record to ensure positive relationships and facilitate ground-breaking, world-class work   Partner with our APAC Media Strategy & Planning team and media agency of record to plan and implement media strategies within APAC to achieve brand goals   Monitor success and opportunities for improvement in a test-and-learn environment to improve return on investment   Empower a growing portfolio of hotels to market themselves locally by developing centrally-managed resources   Collaborate with key partners, and actively manage stakeholders up, down, across and diagonally within the enterprise, with a focus on Owners, Category and Global Brand Heads, and Brand Performance Support  ",,,Manager,analytics
,"JPMORGAN CHASE BANK, N.A.","Permanent, Full Time","Banking and Finance, Human Resources ",Human Resources Service Delivery Associate,"RequirementsTeam Overview Global Human Resources Service Delivery (HRSD) is a best-in-class, global HR Service Delivery organization of approximately 650 people, that services the entire global population of JPMC, currently totaling over 260,000 employees worldwide, in 60 countries. HRSD provides vital services in the area of contact centre (accessHR), payroll, benefits administration, global data management (including records management and letters production), On/Off boarding employees, Workforce Analytics and Surveys, and HR Risk Management. Our efforts are focused on supporting the firm to achieve its strategic priorities by leveraging these core principles that define the group's culture and provide the basis for planning and decision-making in all areas: Superior Employee Experience; Operational Excellence; Efficient Global Coverage; and Commitment to our People As a member of the South Asia team (country coverage: Singapore, Indonesia, Malaysia, Thailand, Vietnam, Sri Lanka, Bangladesh, India & Philippines branches), the individual member is the Subject Matter Expert (SME) with end-to-end responsibility for HR Operations for the region.  The individual will ensure that the services delivered meet the needs, in an efficient, controlled, and cost effective manner.  As part of the role, the member will also be empowered to review and reengineer processes to streamline and remove inefficiencies by implementing solutions using self service tools such as excel and SharePoint. The HRSD team will partner with the HRSD Teams in the Global Service Centers (GSC) in delivering the HRSD Products and Services for the location, ensuring that the regional processes are fully standardized and optimized, yet in compliance with local regulatory requirements. The role reports directly to the HR Service Delivery Country Manager. Key Responsibilities   Strategy/ Leadership   Working with the HR Service Delivery Country Manager to ensure that local objectives are aligned to the global and regional priorities.   Working with process owners to define and understand target operating model for HRSD and aligning service delivery for SEA & India subcontinent.       Operations Management   Manage operations to ensure the smooth, timely and accurate delivery of HR Operations.   Monitor services delivered by GSCs, directing and ensuring they are delivered to agreed service levels.   Complete end-to-end reviews of processes delivered by GSCs; discuss both issues and opportunities to improve and standardize service delivery.    Ensure that all operational processes are appropriately streamlined, correctly documented (Standard Operating Procedures, SOPS) and have built in control assessments to review their effectiveness.   Act as the HRSD SME for all Products and Services delivered in location.   Develop & facilitate relationships with key clients, business partners and/or vendors.       Risk Management   Identify, develop and maintain the controls required in HR Operations processes; perform checks to validate effectiveness of the controls; compile action plans for control gaps and complete ensuing remediation.   Complete Root Cause Analysis (RCA) of any issues identified; monitor resolution progress.   Ensure all operational processes are delivered in compliance with the Firm’s and local regulations and procedures.   Develop thorough understanding of location legislative environment (especially benefits) in order to provide technical expertise and advice to the stakeholders, including HR.   Co-ordinate all internal & external audits.   Incorporate risk management & controls in all facets of HR service delivery.       Change Management   Identify opportunities to optimize operational execution, defining best practices, articulate the business requirement and implement the solution across locations, including updating of relevant upstream and downstream documents such as SOPs, Service Level Agreements, Training documents, Websites, forms.   Define/implement metrics to measure the operational efficiency gains.   Review and test resiliency plans and crisis plans to incorporate the optimized processes.   Create and sustain a culture of continuous improvement.    ","Roles & ResponsibilitiesGlobal Human Resources Service Delivery (HRSD) is a best-in-class, global HR Service Delivery organization of approximately 650 people, that services the entire global population of JPMC, currently totaling over 260,000 employees worldwide, in 60 countries. HRSD provides vital services in the area of contact centre (accessHR), payroll, benefits administration, global data management (including records management and letters production), On/Off boarding employees, Workforce Analytics and Surveys, and HR Risk Management. Our efforts are focused on supporting the firm to achieve its strategic priorities by leveraging these core principles that define the group's culture and provide the basis for planning and decision-making in all areas: Superior Employee Experience; Operational Excellence; Efficient Global Coverage; and Commitment to our People   As a member of the South Asia team (country coverage: Singapore, Indonesia, Malaysia, Thailand, Vietnam, Sri Lanka, Bangladesh, India & Philippines branches), the individual member is the Subject Matter Expert (SME) with end-to-end responsibility for HR Operations for the region.  The individual will ensure that the services delivered meet the needs, in an efficient, controlled, and cost effective manner.  As part of the role, the member will also be empowered to review and reengineer processes to streamline and remove inefficiencies by implementing solutions using self service tools such as excel and SharePoint. The HRSD team will partner with the HRSD Teams in the Global Service Centers  (GSC) in delivering the HRSD Products and Services for the location, ensuring that the regional processes are fully standardized and optimized, yet in compliance with local regulatory requirements.   The role reports directly to the HR Service Delivery Country Manager. Key Responsibilities   Strategy/ Leadership   Working with the HR Service Delivery Country Manager to ensure that local objectives are aligned to the global and regional priorities.   Working with process owners to define and understand target operating model for HRSD and aligning service delivery for SEA & India subcontinent.       Operations Management   Manage operations to ensure the smooth, timely and accurate delivery of HR Operations.   Monitor services delivered by GSCs, directing and ensuring they are delivered to agreed service levels.   Complete end-to-end reviews of processes delivered by GSCs; discuss both issues and opportunities to improve and standardize service delivery.    Ensure that all operational processes are appropriately streamlined, correctly documented (Standard Operating Procedures, SOPS) and have built in control assessments to review their effectiveness.   Act as the HRSD SME for all Products and Services delivered in location.   Develop & facilitate relationships with key clients, business partners and/or vendors.       Risk Management   Identify, develop and maintain the controls required in HR Operations processes; perform checks to validate effectiveness of the controls; compile action plans for control gaps and complete ensuing remediation.   Complete Root Cause Analysis (RCA) of any issues identified; monitor resolution progress.   Ensure all operational processes are delivered in compliance with the Firm’s and local regulations and procedures.   Develop thorough understanding of location legislative environment (especially benefits) in order to provide technical expertise and advice to the stakeholders, including HR.   Co-ordinate all internal & external audits.   Incorporate risk management & controls in all facets of HR service delivery.       Change Management   Identify opportunities to optimize operational execution, defining best practices, articulate the business requirement and implement the solution across locations, including updating of relevant upstream and downstream documents such as SOPs, Service Level Agreements, Training documents, Websites, forms.   Define/implement metrics to measure the operational efficiency gains.   Review and test resiliency plans and crisis plans to incorporate the optimized processes.   Create and sustain a culture of continuous improvement.        ","$5,000to$10,000",Monthly,Executive,analytics
,TATA CONSULTANCY SERVICES ASIA PACIFIC PTE. LTD.,Permanent,Information Technology,Service Deliver Owner,"Requirements1. Experience and knowledge in  IT Infrastructure management using various tools including Lotus Notes, Outlook, CCM, TQAS, VDI (Virtual Desktop Infrastructure), Mobile Device Management for iOS & Android, McAfee Laptop / Desktop Encryption, SCCM, RIGHTS etc. 2. IT Management including Capacity management, Incident Management, Change Mgmt, Service Level Management, Service Availability, Quality Management etc 3. ITIL and PMP Certifications 4. Managing projects using Agile methodology, preferably Scrum Master certified. 5. Driving new initiatives and continual service improvement strategies using Machine First Deliver Model . 5. Experience in providing support for various collaboration services including Video Conferencing equipment's, Teams, Fresco Talk etc 6. Knowledge and experience in providing support to Office 365 services (Exchange online, Teams, OneDrive, OneNote etc).  ","Roles & Responsibilities Service Deliver Owner for the Singapore  who will be responsible for managing IT Infrastructure services and lead a team of support engineers. Person will be responsible for ensuring Audit and compliance of IS services within the region.  Managing IT Infrastructure Services which includes managing and supporting  various TCS in-house tools including Lotus Notes, Outlook, McAfee, DLP, CCM Helpdesk Management, IT Operational Analytics, Cloud Vistara Infrastructure, Fresco Talk, Virtual Labs for L&D Initiatives, RIGHTS Management for Data Security, TQAS (TCS Quality Audit System) etc for delivering seamless, secure and risk-free IT Operations and Infrastructure services. Leading a team of support engineers and  Providing L3 IS support to associates.  Monitoring and maintaining IT infrastructure services using TGIM monitoring platform. ","$6,000to$9,000",Monthly,Executive,analytics
1 RAFFLES QUAY 048583,ERNST & YOUNG ADVISORY PTE. LTD.,"Permanent, Full Time",Consulting ,"Manager, Blockchain Assurance, Advisory, PI – ITA","RequirementsTo qualify for the role, you must have:    At least 6 years of relevant working experience. Solid Channel 1 client experience and expertise in PPG and Audit Methodology issues. Passionate in emerging technologies and ideally previous exposure to Bitcoins/Blockchain client issues. Comfortable to navigate the complexity of our Global firm and manage a Global network of stakeholders. A previous experience in an Area or Global role would be a plus. Excellent communication skills Business level verbal and written communication skills in English    Ideally, you’ll also have    Experience in software development; basic infrastructure understanding and programming experience; applied R&D experience and/or experience with IoT, Machine Learning/Data Science, ERP, Cryptography, or other leading-edge technologies Experience in Financial Services industry.    What we look for Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident team player that collaborates with people from various teams while looking to develop your career in a dynamic organization.  What working at EY offers EY offers a competitive remuneration package where you’ll be rewarded for your individual and team performance. We are committed to being an inclusive employer and are happy to consider flexible working arrangements. Plus, we offer:    Support, coaching and feedback from some of the most engaging colleagues around Opportunities to develop new skills and progress your career The freedom and flexibility to handle your role in a way that’s right for you    About EY   As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. So that whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.   If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.   Join us in building a better working world. Apply now.      ","Roles & ResponsibilitiesWhole industries have been disrupted and transformed in recent years by digital technology. As an IT advisory professional, you’ll help businesses realise the value they can gain from their IT investments — supporting strategy and being a key growth driver. As part of a high-performing team, you’ll deliver exceptional client service — providing advice on how technology enablement, digital transformation and enterprise intelligence contribute to performance improvement, as well as how IT can act as multiplying effect during major program transformations.   As organisations look to leverage the advantage IT offers, we’ll work with you to develop the consultancy and analytical skills that you’ll need in today’s environment. Working on projects that cross borders and sectors, the experiences you gain here will be more valuable than anywhere else. So whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.   The opportunity   You will be the subject matter expert and coordinator of Blockchain-related topics for our Global Blockchain team in Singapore. Working closely with the Assurance Innovation network, the PPG network and local ASEAN engagement teams, you will help EY define our point of view on how Blockchain is impacting our Channel 1 practice:  In the short-term, how to answer hot issues related to current engagements/pursuits? (e.g. audit of Bitcoin exchange platforms, …) In the middle-term, how will we provide Assurance on Blockchain platform? In the long-term, how can Blockchain disrupt our Channel 1 business model?    Key Responsibilities:    Working closely with our PPG network to support audit teams to address specific questions and issues related to Blockchain (e.g. audit approach, …) Coordinate the development of a Global position / point of view related to providing Assurance on Blockchain clients / platform (e.g. framework for client acceptance, impact on our methodology, …) Help identify and develop enablers and tools to support the audit of Blockchain platforms (e.g. use of technologies like Analytics or RPA to audit Blockchain platforms) Participate to specific client engagements     In the Channel 2 space to develop our point of view In the Channel 1 space when the engagement team need a Blockchain SME as part of the team   Support Business Development  & Pursuits teams when Blockchain is an challenge or opportunity for the target Help develop our PoV and messaging to communicate to Regulators Contribute as a SME to our internal and external Marketing & Comms activities on Blockchain for Channel 1 (press release, thought leadership, …) Provide some project management support to involve the right stakeholders, ensure progress and help clear roadblocks (e.g. organize regular calls with the Global Assurance Blockchain network, communicate on progress …)    ","$7,000to$14,000",Monthly,Manager,analytics
"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",STANDARD CHARTERED BANK,Full Time,"Banking and Finance, Information Technology",Senior Cloud Infrastructure Engineer,"RequirementsQUALIFICATIONS ·         Academic or Professional Education/Qualifications: IT related tertiary qualification or equivalent experience. ·         Licences and Certifications / accreditations - Associate or Professional level of AWS Certification (SA, SysOps), ITIL v3 How to Apply Please visit - https://scb.taleo.net/careersection/ex/jobdetail.ftl?job=1800032982&lang=en  to apply now and take the next step in fulfilling your potential. You can search and view current opportunities across our global organisation and apply immediately by visiting www.standardchartered.com. To help speed up your application, please note the following:  You will need to log in (or register if you are visiting our careers site for the first time) before you can apply for a specific role Some roles may require you to undertake an online talent assessment in addition to completing the application form (to facilitate this process it is preferable that you provide us with an email address as part of your contact information) We will ask you about your education, career history and skills and experience, it may be helpful to have this information at hand when completing your application  It usually takes 15 - 20 minutes to complete the application form; you can save your application at any time and return to complete it at your convenience. Diversity & Inclusion Standard Chartered is committed to diversity and inclusion. We believe that a work environment which embraces diversity will enable us to get the best out of the broadest spectrum of people to sustain strong business performance and competitive advantage. By building an inclusive culture, each employee can develop a sense of belonging, and have the opportunity to maximise their personal potential.  ","Roles & ResponsibilitiesAbout Standard Chartered We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.  To us, good performance is about much more than turning a profit.  It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good. We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base. The Role Responsibilities Technology power’s Standard Chartered Bank's vision and strategic agenda through the provision of    innovative and efficient technology solutions; we deliver greater value to our business stakeholders; we improve the skills and flexibility of our people and work more effectively with our internal and vendor service partners.   The Cloud Infrastructure Services function is responsible for the delivery of all Cloud solutions across the Standard Chartered Bank Group. Cloud Infrastructure Platforms is responsible for the design, engineering and support of Private Cloud and Public Cloud Platforms. Within Cloud Infrastructure Platforms there are five teams namely Public Cloud, Private Cloud, Cloud Operations, Platform On-boarding, and Risk. The global team consists of approximately 40 highly skilled team members located in the Singapore, Malaysia, India, and the UK. There is a requirement for a senior level Database Cloud Engineer who will be responsible for evaluating, designing, and implementing complete infrastructure solutions from the ground up. You'll be working within a global team on innovative hardware, operating systems, hypervisors, containers, databases, software defined networks and software defined storage to build out our next generation cloud computing solutions. This is a hands-on role with an emphasis on Cloud database offerings ensuring fully automated integration into the banks ecosystem whilst at the same time ensuring that the Database offering meets customer requirements and is fully engineered and available for both Private and Public cloud. We are looking for a result oriented, self-starter who will be able to dive deep into problems and think outside of the box to create production ready solutions. Key Roles & Responsibilities 1.         Run platform across Global Regions and ensure consistency in our use of Cloud Services. 2.         Evaluate and propose new technologies for business solutions. 3.         Interact with customers to understand business requirements and expectations. 4.         Establish best engineering practices through solid design decisions, processes, and tools. 5.         Technical product qualification (benchmarking, suitability, performance characteristics) of relevant    hardware and software for use case requirements. 6.         Write server side code to create robust production offerings that are highly available, scalable and can cope with burst demand. 7.         Champion Agile best-practices, processes, and tools in support of DevOps processes. 8.         Ensure proactive capacity planning and expansions. Special Responsibilities- 1.         Ensuring that Standard Chartered own images in the cloud environments are fully consistent with Bank audit and compliance requirements and fully consistent with the design ethos and technical requirements of external and internal cloud providers. 2.         Ensuring that all relevant platforms are being efficiently and appropriately supported in SCB CI/CD toolchains, including identifying opportunities for toolchain and operational practise improvements. 3.         Cloud platform estate management including license / support subscription oversight, control and best utilization, automation of estate reporting and management, including close collaboration with other Platforms. 4.         Supporting adoption of containers and container control frameworks for external and internal Cloud Services, including container platform selection and design, cost and license planning and ensuring that self-service design/deployment/control web containers is appropriate for requirements. 5.         Incident Management for issues related to Private Cloud Services, acting as senior escalation point for Cloud Support, driving service restoration and stability during significant incidents. Governance ·         Take personal responsibility for understanding the risk and compliance requirements of the role. ·         Understand and comply with, in letter and spirit, all applicable laws and regulations, including those governing anti-money laundering, terrorist financing and sanctions; the Group’s policies and procedures; and the Group Code of Conduct. ·         Effectively and collaboratively identify, escalate, mitigate and resolve risk and compliance matters. Technology Competencies  1.         Required - expertise with Oracle, MS-SQL, MySQL, MariaDB, AWS RDS/Aurora 2.         Required - expertise with MongoDB, Cassandra DB, Redis or other noSQL/in memory databases 3.         Required – experience of building database offerings on OpenStack IaaS platforms. 4.         Required - deep expertise Software Defined compute, storage, networks (SDDC). 5.         Strongly advantageous - experience of deploying and controlling virtual machines in a cloud services environment, preferably with Amazon Web Services or other cloud providers such as Microsoft Azure or Google Cloud Platform. 6.         Required - experience and expertise in Continuous Integration / Continuous Deployment practise, tooling and techniques (Jira, Confluence, BitBucket, git; Jenkins, Artifactory, Terraform, Packer, Rundeck, Ansible, AppDynamics) 7.         Required – experience with at least one of data analytics tools such as Splunk and/or ELK. 8.         Required - Ability to write code. Ideally in Python or Java. 9.         Strongly advantageous - experience and demonstrable accomplishments as a DevOps or automation engineer. 10.       Strongly advantageous – experience of successful and demonstrable achievements in collaborative working with compliance, technology risk and regulatory requirement specialists. 11.       Advantageous - extensive experience and demonstrable accomplishments in selecting, designing and implementing automation and compliance frameworks that are applied to virtual compute resource deployments in the cloud. 12.       Advantageous - deep experience in multi-tier application architecture, development, deployment and support. 13.       Advantageous - knowledge of writing code to produce and consume RESTful API’s. SERVICE AND FINANCE 1.         Demonstrates delivering services as a business (understanding and analysing the cost base of a service, controlling a recharge and recovery model) 2.         Vendor interaction, understand the product/technology lifecycle (end-of-life) and provide recommendation for changes/upgrades. 3.         Demonstrates tactical ownership for the management and support of assigned infrastructure areas. 4.         Participating in initiatives to maintain a secure, consistent, and effective global technical infrastructure service. PERSONAL AND INTER-PERSONAL SKILLS 1.         Delivers by possessing productivity, professionalism, customer service attitude, attention to detail and quality; ability to multitask; strong interpersonal skills, strong verbal and written communication skills and adherence to standard operating procedures. 2.         Demonstrates ability to adapt to a rapidly changing environment and ability to take direction from multiple areas. 3.         Comfortable in an agile and fast-moving environment. 4.         Developing Self & Others through Coaching, Contributing to Team, continuously learning and sharing knowledge.","$7,250to$14,500",Monthly,"Manager, Professional",analytics
18 SCIENCE PARK DRIVE 118229,THOMSON REUTERS ASIA PTE. LTD.,Permanent,Consulting ,Senior Full Stack Developer,"RequirementsQualifications  3+ years experience with and fluency in the following: HTML5, Javascript, CSS3, SVG and web typography  Angular.js, React.js or similar application framework User Interface design based on UX research Fundamentals of design, layout and typography Fundamentals of data analysis and visualization    Desirable Skills  UX and wireframing Full Stack development (e.g., MEAN stack) D3.js or similar data visualization framework Design or fine art background Data wrangling and analysis in Python or R and working with APIs Experience discovering and mining open data sets Collaboration and version control using Github  Responsive design and design for touch screen interaction Design tools such as Photoshop, Illustrator, Sketch, etc. Cross-browser, cross-device QA and debugging  ","Roles & ResponsibilitiesOur growing team in Singapore, Boston, London, Zurich and Waterloo, Canada consists of data scientists and designers from a variety of backgrounds: finance, law, business, science and applied research. We create proofs of concept from hypotheses for customer-facing problems aligned with Thomson Reuters’ growth strategy. Using data science, statistical analytics and visualization, we work with domain experts to rapidly prototype full stack applications.   We are currently seeking a motivated Data Experience Developer with a history of building data-driven interfaces that drive transformation as a member of Thomson Reuters Labs. In this role, you will have significant and direct impact on our company in helping to create new information products which customers will use.   You will work closely with designers, data scientists and stakeholders to innovate and code custom applications, data visualizations and interfaces. Incorporating UX and Design Thinking principles with agile methodology, you will support the design side of the Labs and produce prototypes we can validate with customers.  We are looking for an adaptable learner with a voracious curiosity and a continuous evolution of skills; someone who regularly gets into subjects over their head; who is comfortable with ambiguity and can creatively redirect when reaching dead ends.   Key Responsibilities  Generate innovative concepts to link end-users’ needs with data science solutions Create functional, useful and intuitive application prototypes for customers and partners  Create interactive data visualizations Collaborate with data scientists and designers to evaluate projects, design APIs and code interfaces Use, evolve and promote best practices for front-end development  Participate in internal and external development groups and presentations  Evaluate emerging tools, frameworks and languages      ","$7,500to$10,000",Monthly,Professional,analytics
"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Human Resources ,"Recruiter, Tech Staffing - Singapore","RequirementsMinimum qualifications: - BA/BS degree or equivalent practical experience. - 8 years of technical recruiting experience. - Experience in senior stakeholder management, partnering on strategic headcount planning and resource mapping. Preferred qualifications: - Demonstrated ability to develop recommendations and to implement solutions to promote the ongoing optimization of recruitment efforts based on client needs. - Demonstrated attention to detail and accuracy, with the ability to solve issues based on due diligence of information. - Ability to maintain confidence and professionalism when leading others through ambiguous and complex situations. Ability to influence and to negotiate diplomatically with a range of stakeholders. - Ability to clearly communicate in discussions and written documents, and to deliver regular updates and feedback clearly and tactfully. - Excellent communication, teamwork and client service skills.","Roles & ResponsibilitiesCompany overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: People Operations Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants and analysts, we're the champions of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"" - we bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next great Googler, refining our core programs, developing talent or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field. The role: Recruiter, Tech Staffing - Singapore Google's known for our innovative technologies, products and services -- and for the people behind them. As part of our world-class recruiting team, you're charged with finding the most interesting candidates who bring an entrepreneurial spirit, a sense of scrappiness and a diversity of thought to all they do. You're responsible for guiding candidates through our hiring process and connecting them to the magic of working at Google. You are creative and driven, with an interpersonal savvy that allows you to develop lasting relationships with both candidates and hiring managers. You're also comfortable with numbers and drawing insights from analytics to make our hiring process smarter and more efficient. Additional Role Description: As a Recruiter, you'll be an individual with effective influencing skills who is excited about building out new business areas and taking them forward to success. You are self-motivated, able to work independently when necessary, and tenacious when it comes to achieving business objectives and results, while also comfortable with ambiguity and capable of taking a proactive approach when required. You have a preference towards data and reporting, and are driven to build metrics and sophisticated hiring strategies in order to ensure we can drive business growth forward and best support our clients. Responsibilities: - Partner closely with VPs and Directors to map out global headcount plans and hiring strategies. - Deliver consistent, high-quality work in a fast-paced, dynamic work environment by managing time and effort across hiring projects. Oversee sourcing strategies, timelines and deliverables for projects, taking initiative to complete unanticipated or ad hoc tasks, and verifying the completeness of your own work. - Solve business challenges and produce solutions by collecting and analyzing data with quantitative or qualitative approaches, identifying alternatives when circumstances change, and seeking out responsibilities beyond your core role. - Keep others apprised of, and involved in, work by communicating information and status to recruitment project leads and team members, coordinating work cross-functionally, and influencing peers, project leaders and/or managers.","$5,500to$11,000",Monthly,Executive,analytics
"TOKIO MARINE CENTRE, 20 MCCALLUM STREET 069046",HUDSON GLOBAL RESOURCES (SINGAPORE) PTE. LTD.,Full Time,Consulting ,Senior Recruitment Consultant,"RequirementsYou are passionate about delivering high quality solutions for our clients through your consulting and relationship management skills; you are full of initiative and get excited about learning new things everyday; you are committed to showcasing value to our clients and want to build long-lasting partnerships. Skills & competence  Taking a lead role in building, nurturing and sustaining strong business partnerships with existing and new clients Initiating contact with clients and developing client relationships, with a view to create business opportunities Providing innovative, effective solutions to clients Applying strong commercial acumen, conveying knowledge and providing rigorous consultation to clients Conducting Assessment Centres/ Development Centres, and completing participant reports Delivering developmental feedback to senior executives after completion of a psychometric profiling tool, 360-feedback survey, or Assessment Centres/ Development Centres Managing change and career transition programmes Managing executive coaching programmes Project management, including preparation of client proposals, costing and ongoing account management Exposure to the talent management lifecycle of selection, development, leadership, change and career transition. Masters qualification in Psychology/ Organisational Behaviour/ Organisational Development/ Human Resources would be preferred. ","Roles & ResponsibilitiesWe’re looking for an experienced Talent Management Consultant/Psychologist, with demonstrated project management experience and a passion in Talent Management Solutions to join our successful and growing Singapore team. Given our recent strategic wins on a number of large-scale projects, the position offers an opportunity for an experienced Consultant/ Psychologist to lead and deliver major projects in the areas of assessment and leadership development, whilst guiding the development and growth of the team. THE COMPANY Hudson Talent Management offers leading practice solutions that are underpinned by psychology and data analytics. We deliver innovative, competitive and industry-leading solutions for our clients, supporting them to:  Hire with Confidence: by developing profiles for specific roles, and assessing fit against key capabilities Grow Great Leaders: by identifying leadership potential, and developing leadership capability Engage Through Change: by providing expertise on the people impact of organisational change, and transitioning people to new career pathways  THE ROLE As a member of our team, you’ll be joining a group of highly ambitious consultants/ psychologists that take their work seriously, but not themselves. We strive toward team based targets which fosters a collaborative, transparent and growth oriented culture. You will thrive in environment that is:  One of the most highly regarded brands in the talent management sector Agile and adaptable systems and solutions, supported by a global research & development team A collaborative, high performance culture and a defined career pathway A great balance of respect, autonomy and guidance from our leaders  Our APAC business is growing with big plans for the future which means there are exciting career opportunities for you. You'll join a winning management team with 50+ years of collective experience across regions, practices and industries. BENEFITS Team bonuses and our Star Awards program that recognises and rewards great work.Over the last year our employees received nearly 300 hours of training delivered by our APAC Learning & Development team. You may apply directly to this job advertisement, else you may reach out to Stephen Tan at stephen.tan@hudson.com with your updated resume. ","$8,000to$10,000",Monthly,Professional,analytics
"SUNTEC TOWER THREE, 8 TEMASEK BOULEVARD 038988",ACRONIS ASIA RESEARCH AND DEVELOPMENT PTE. LTD.,Full Time,Information Technology,Machine Learning Engineer,"Requirements 3+ years of Python programming experience 1+ years of production-grade machine learning engineering experience with Tensorflow/Pytorch Exposure to machine learning services from cloud providers like AWS, Google Cloud, and Azure Background in algorithms, data structures, distributed systems, security, and cryptography Proven analytical and communication skills ","Roles & ResponsibilitiesWe are currently looking for a Machine Learning Engineer, a builder with a strong desire to apply machine learning to problems in areas ranging from analytics to security.   You will work on  Collecting and manipulating large data sets Developing, training, and evaluating machine learning models Bringing ML-based solutions to our customers by collaborating with the product engineering team ","$5,000to$7,000",Monthly,Executive,analytics
,,,,,,,,,,analytics
